"District Number","District Name","School Number",School Name," State and Local Funds "," Federal Funds "," State, Local and Federal Funds "," State and Local Funds "," Federal
Funds "," State, Local and Federal Funds "," Total Costs - State, Local and Federal Funds Per Pupil "
52,Pinellas,6181,EAST LAKE HIGH SCHOOL                                                                               ,"  5,973 ",  151 ,"  6,124 ",  240 ,  11 ,  251 ,"  6,375 "
52,Pinellas,6371,PINELLAS GULF COAST ACADEMY                                                                         ,"  11,060 ","  1,474 ","  12,534 ",  404 ,  22 ,  426 ,"  12,960 "
52,Pinellas,7051,PINELLAS TELESCHOOL                                                                                 ,"  15,713 ",  170 ,"  15,883 ",  543 ,  30 ,  573 ,"  16,456 "
52,Pinellas,7073,EYES-E-NINI-HASSEE CAMP                                                                             ,"  8,141 ",  706 ,"  8,847 ",  126 ,  7 ,  133 ,"  8,980 "
52,Pinellas,7081,HOSPITAL/HOMEBOUND                                                                                  ,"  38,369 ","  2,051 ","  40,420 ","  1,319 ",  38 ,"  1,357 ","  41,777 "
52,Pinellas,7004,PINELLAS VIRTUAL FRANCHISE                                                                          ,"  5,953 ",  90 ,"  6,043 ",  197 ,  11 ,  208 ,"  6,251 "
52,Pinellas,7023,PINELLAS VIRTUAL K-12                                                                               ,"  12,630 ",  303 ,"  12,933 ",  607 ,  15 ,  622 ,"  13,555 "
52,Pinellas,0681,PAUL B. STEPHENS ESE CENTER                                                                         ,"  28,071 ","  8,626 ","  36,697 ","  1,072 ",  60 ,"  1,132 ","  37,829 "
52,Pinellas,1801,CALVIN A. HUNSINGER SCHOOL                                                                          ,"  32,871 ","  6,790 ","  39,661 ","  1,043 ",  66 ,"  1,109 ","  40,770 "
52,Pinellas,2261,MADEIRA BEACH FUNDAMENTAL K-8                                                                       ,"  6,242 ",  178 ,"  6,420 ",  257 ,  5 ,  262 ,"  6,682 "
52,Pinellas,2441,CHI CHI RODRIQUEZ ACADEMY                                                                           ,"  7,938 ",  761 ,"  8,699 ",  373 ,  7 ,  380 ,"  9,079 "
52,Pinellas,2581,NINA HARRIS ESE CENTER                                                                              ,"  26,228 ","  8,957 ","  35,185 ",  980 ,  60 ,"  1,040 ","  36,225 "
52,Pinellas,3231,RICHARD L. SANDERS SCHOOL                                                                           ,"  45,559 ","  7,891 ","  53,450 ","  1,245 ",  75 ,"  1,320 ","  54,770 "
52,Pinellas,3341,CLEARWATER INTERMEDIATE                                                                             ,"  16,320 ","  1,387 ","  17,707 ",  588 ,  11 ,  599 ,"  18,306 "
52,Pinellas,3761,JAMES B. SANDERLIN PK-8                                                                             ,"  8,653 ",  323 ,"  8,976 ",  341 ,  7 ,  348 ,"  9,324 "
52,Pinellas,4561,MIDTOWN ACADEMY                                                                                     ,"  11,702 ","  1,939 ","  13,641 ",  356 ,  7 ,  363 ,"  14,004 "
52,Pinellas,7071,DROPOUT PREVENTION SCHOOL                                                                           ,"  10,667 ","  1,093 ","  11,760 ",  192 ,  10 ,  202 ,"  11,962 "
52,Pinellas,7131,ACADEMIE DA VINCI CHARTER SCHOOL                                                                    ,"  7,124 ",  -   ,"  7,124 ",  -   ,  -   ,  -   ,"  7,124 "
52,Pinellas,7271,PINELLAS PRIMARY ACADEMY                                                                            ,"  6,914 ",  -   ,"  6,914 ",  -   ,  -   ,  -   ,"  6,914 "
52,Pinellas,7191,ST. PETERSBURG COLLEGIATE HIGH SCHOOL                                                               ,"  5,713 ",  -   ,"  5,713 ",  -   ,  -   ,  -   ,"  5,713 "
52,Pinellas,7491,PINELLAS MYCROSCHOOL OF INTEGRATED ACADEMICS AND TECHNOLOGIES (MYCROSCHOOL PINELLAS)                ,"  6,853 ",  632 ,"  7,485 ",  -   ,  -   ,  -   ,"  7,485 "
52,Pinellas,7731,ENTERPRISE CHARTER HIGH SCHOOL                                                                      ,"  5,481 ",  -   ,"  5,481 ",  -   ,  -   ,  -   ,"  5,481 "
52,Pinellas,7151,ATHENIAN ACADEMY                                                                                    ,"  7,261 ",  -   ,"  7,261 ",  -   ,  -   ,  -   ,"  7,261 "
52,Pinellas,7171,PINELLAS PREPARATORY ACADEMY                                                                        ,"  6,543 ",  -   ,"  6,543 ",  -   ,  -   ,  -   ,"  6,543 "
52,Pinellas,7181,PLATO ACADEMY CLEARWATER                                                                            ,"  8,246 ",  -   ,"  8,246 ",  -   ,  -   ,  -   ,"  8,246 "
52,Pinellas,7201,ALFRED ADLER ELEMENTARY SCHOOL                                                                      ,"  6,672 ",  -   ,"  6,672 ",  -   ,  -   ,  -   ,"  6,672 "
52,Pinellas,7281,PLATO ACADEMY PALM HARBOR CHARTER SCHOOL                                                            ,"  7,380 ",  -   ,"  7,380 ",  -   ,  -   ,  -   ,"  7,380 "
52,Pinellas,7291,PINELLAS ACADEMY OF MATH AND SCIENCE                                                                ,"  5,570 ",  -   ,"  5,570 ",  -   ,  -   ,  -   ,"  5,570 "
52,Pinellas,7331,DISCOVERY ACADEMY OF SCIENCE CHARTER                                                                ,"  6,592 ",  -   ,"  6,592 ",  -   ,  -   ,  -   ,"  6,592 "
52,Pinellas,7381,PLATO ACADEMY LARGO CHARTER SCHOOL                                                                  ,"  7,003 ",  -   ,"  7,003 ",  -   ,  -   ,  -   ,"  7,003 "
52,Pinellas,7481,PLATO SEMINOLE                                                                                      ,"  7,228 ",  -   ,"  7,228 ",  -   ,  -   ,  -   ,"  7,228 "
52,Pinellas,7581,PLATO ACADEMY CHARTER SCHOOL TARPON SPRINGS                                                         ,"  7,662 ",  -   ,"  7,662 ",  -   ,  -   ,  -   ,"  7,662 "
52,Pinellas,7681,PLATO ACADEMY OF ST.PETERSBURG                                                                      ,"  6,999 ",  -   ,"  6,999 ",  -   ,  -   ,  -   ,"  6,999 "
52,Pinellas,7781,PLATO ACADEMY PINELLAS PARK CHARTER SCHOOL                                                          ,"  8,990 ",  -   ,"  8,990 ",  -   ,  -   ,  -   ,"  8,990 "
53,Polk,0061,CARLTON PALMORE ELEMENTARY SCHOOL                                                                   ,"  8,307 ",  783 ,"  9,090 ",  210 ,  3 ,  213 ,"  9,303 "
53,Polk,0081,CLEVELAND COURT ELEMENTARY SCHOOL                                                                   ,"  7,681 ",  505 ,"  8,186 ",  199 ,  2 ,  201 ,"  8,387 "
53,Polk,0091,COMBEE ACADEMY OF DESIGN AND ENGINEERING                                                            ,"  7,498 ","  1,398 ","  8,896 ",  218 ,  2 ,  220 ,"  9,116 "
53,Polk,0101,CRYSTAL LAKE ELEMENTARY SCHOOL                                                                      ,"  8,150 ","  1,550 ","  9,700 ",  225 ,  3 ,  228 ,"  9,928 "
53,Polk,0131,DIXIELAND ELEMENTARY SCHOOL                                                                         ,"  7,693 ","  1,311 ","  9,004 ",  212 ,  2 ,  214 ,"  9,218 "
53,Polk,0151,PHILIP O'BRIEN ELEMENTARY SCHOOL                                                                    ,"  6,676 ","  1,204 ","  7,880 ",  195 ,  2 ,  197 ,"  8,077 "
53,Polk,0181,MEDULLA ELEMENTARY SCHOOL                                                                           ,"  8,051 ","  1,561 ","  9,612 ",  225 ,  3 ,  228 ,"  9,840 "
53,Polk,0191,R. BRUCE WAGNER ELEMENTARY SCHOOL                                                                   ,"  6,922 ","  1,225 ","  8,147 ",  193 ,  2 ,  195 ,"  8,342 "
53,Polk,0201,NORTH LAKELAND ELEMENTARY SCHOOL OF CHOICE                                                          ,"  7,569 ","  1,420 ","  8,989 ",  216 ,  2 ,  218 ,"  9,207 "
53,Polk,0231,SOUTHWEST ELEMENTARY SCHOOL                                                                         ,"  8,290 ","  1,556 ","  9,846 ",  216 ,  3 ,  219 ,"  10,065 "
53,Polk,0251,LINCOLN AVENUE ACADEMY                                                                              ,"  7,059 ",  429 ,"  7,488 ",  176 ,  2 ,  178 ,"  7,666 "
53,Polk,0331,ALTA VISTA ELEMENTARY SCHOOL                                                                        ,"  7,466 ","  1,296 ","  8,762 ",  206 ,  2 ,  208 ,"  8,970 "
53,Polk,0341,SANDHILL ELEMENTARY SCHOOL                                                                          ,"  6,617 ","  1,190 ","  7,807 ",  194 ,  2 ,  196 ,"  8,003 "
53,Polk,0361,EASTSIDE ELEMENTARY SCHOOL                                                                          ,"  6,456 ","  1,167 ","  7,623 ",  182 ,  2 ,  184 ,"  7,807 "
53,Polk,0391,BETHUNE ACADEMY                                                                                     ,"  7,325 ","  1,075 ","  8,400 ",  194 ,  1 ,  195 ,"  8,595 "
53,Polk,0531,FRANK E. BRIGHAM ACADEMY                                                                            ,"  7,493 ",  263 ,"  7,756 ",  181 ,  1 ,  182 ,"  7,938 "
53,Polk,0591,ELBERT ELEMENTARY SCHOOL                                                                            ,"  6,600 ","  1,225 ","  7,825 ",  188 ,  2 ,  190 ,"  8,015 "
53,Polk,0601,FRED G. GARNER ELEMENTARY SCHOOL                                                                    ,"  7,248 ","  1,322 ","  8,570 ",  194 ,  2 ,  196 ,"  8,766 "
53,Polk,0611,INWOOD ELEMENTARY SCHOOL                                                                            ,"  7,549 ","  1,162 ","  8,711 ",  194 ,  1 ,  195 ,"  8,906 "
53,Polk,0621,LAKE SHIPP ELEMENTARY SCHOOL                                                                        ,"  7,108 ","  1,107 ","  8,215 ",  197 ,  1 ,  198 ,"  8,413 "
53,Polk,0631,JOHN SNIVELY ELEMENTARY                                                                             ,"  7,785 ","  1,261 ","  9,046 ",  194 ,  2 ,  196 ,"  9,242 "
53,Polk,0651,LAKE ALFRED ELEMENTARY SCHOOL                                                                       ,"  6,655 ","  1,157 ","  7,812 ",  197 ,  1 ,  198 ,"  8,010 "
53,Polk,0681,WAHNETA ELEMENTARY SCHOOL                                                                           ,"  7,519 ","  1,314 ","  8,833 ",  217 ,  2 ,  219 ,"  9,052 "
53,Polk,0802,LEWIS ANNA WOODBURY ELEMENTARY SCHOOL                                                               ,"  7,641 ","  1,198 ","  8,839 ",  195 ,  2 ,  197 ,"  9,036 "
53,Polk,0841,LENA VISTA ELEMENTARY SCHOOL                                                                        ,"  6,402 ","  1,272 ","  7,674 ",  190 ,  2 ,  192 ,"  7,866 "
53,Polk,0851,AUBURNDALE CENTRAL ELEMENTARY SCHOOL                                                                ,"  7,243 ","  1,119 ","  8,362 ",  188 ,  1 ,  189 ,"  8,551 "
53,Polk,0861,WALTER CALDWELL ELEMENTARY SCHOOL                                                                   ,"  6,937 ","  1,213 ","  8,150 ",  199 ,  2 ,  201 ,"  8,351 "
53,Polk,0881,POLK CITY ELEMENTARY SCHOOL                                                                         ,"  7,078 ","  1,236 ","  8,314 ",  200 ,  2 ,  202 ,"  8,516 "
53,Polk,0933,CHAIN OF LAKES ELEMENTARY SCHOOL                                                                    ,"  7,166 ","  1,437 ","  8,603 ",  202 ,  3 ,  205 ,"  8,808 "
53,Polk,0941,BARTOW ELEMENTARY ACADEMY                                                                           ,"  7,656 ",  516 ,"  8,172 ",  196 ,  2 ,  198 ,"  8,370 "
53,Polk,0961,FLORAL AVENUE ELEMENTARY SCHOOL                                                                     ,"  8,178 ","  1,501 ","  9,679 ",  214 ,  3 ,  217 ,"  9,896 "
53,Polk,0981,GIBBONS STREET ELEMENTARY SCHOOL                                                                    ,"  10,592 ","  1,644 ","  12,236 ",  262 ,  2 ,  264 ,"  12,500 "
53,Polk,1041,ALTURAS ELEMENTARY SCHOOL                                                                           ,"  7,779 ","  1,231 ","  9,010 ",  212 ,  2 ,  214 ,"  9,224 "
53,Polk,1061,HIGHLAND CITY ELEMENTARY SCHOOL                                                                     ,"  8,978 ",  652 ,"  9,630 ",  245 ,  2 ,  247 ,"  9,877 "
53,Polk,1141,PURCELL ELEMENTARY SCHOOL                                                                           ,"  8,657 ","  1,703 ","  10,360 ",  261 ,  3 ,  264 ,"  10,624 "
53,Polk,1151,KINGSFORD ELEMENTARY SCHOOL                                                                         ,"  7,202 ","  1,283 ","  8,485 ",  202 ,  2 ,  204 ,"  8,689 "
53,Polk,1221,KATHLEEN ELEMENTARY SCHOOL                                                                          ,"  6,875 ","  1,312 ","  8,187 ",  201 ,  2 ,  203 ,"  8,390 "
53,Polk,1231,GRIFFIN ELEMENTARY SCHOOL                                                                           ,"  8,153 ","  1,581 ","  9,734 ",  231 ,  2 ,  233 ,"  9,967 "
53,Polk,1241,JESSE KEEN ELEMENTARY SCHOOL                                                                        ,"  7,067 ","  1,404 ","  8,471 ",  202 ,  2 ,  204 ,"  8,675 "
53,Polk,1251,WINSTON ACADEMY OF ENGINEERING                                                                      ,"  7,088 ","  1,235 ","  8,323 ",  202 ,  2 ,  204 ,"  8,527 "
53,Polk,1271,SLEEPY HILL ELEMENTARY SCHOOL                                                                       ,"  7,031 ","  1,211 ","  8,242 ",  190 ,  2 ,  192 ,"  8,434 "
53,Polk,1281,HIGHLANDS GROVE ELEMENTARY SCHOOL                                                                   ,"  7,131 ",  494 ,"  7,625 ",  191 ,  2 ,  193 ,"  7,818 "
53,Polk,1291,FROSTPROOF ELEMENTARY SCHOOL                                                                        ,"  8,154 ","  1,409 ","  9,563 ",  205 ,  3 ,  208 ,"  9,771 "
53,Polk,1362,HORIZONS ELEMENTARY SCHOOL                                                                          ,"  6,831 ","  1,272 ","  8,103 ",  198 ,  2 ,  200 ,"  8,303 "
53,Polk,1371,SPOOK HILL ELEMENTARY SCHOOL                                                                        ,"  7,780 ","  1,502 ","  9,282 ",  220 ,  3 ,  223 ,"  9,505 "
53,Polk,1451,EDGAR L. PADGETT ELEMENTARY                                                                         ,"  8,201 ","  1,392 ","  9,593 ",  220 ,  2 ,  222 ,"  9,815 "
53,Polk,1521,OSCAR J. POPE ELEMENTARY SCHOOL                                                                     ,"  9,198 ","  1,971 ","  11,169 ",  255 ,  4 ,  259 ,"  11,428 "
53,Polk,1611,LAUREL ELEMENTARY SCHOOL                                                                            ,"  6,783 ","  1,253 ","  8,036 ",  192 ,  2 ,  194 ,"  8,230 "
53,Polk,1681,SCOTT LAKE ELEMENTARY SCHOOL                                                                        ,"  7,067 ","  1,313 ","  8,380 ",  197 ,  2 ,  199 ,"  8,579 "
53,Polk,1701,EAGLE LAKE ELEMENTARY SCHOOL                                                                        ,"  7,252 ","  1,279 ","  8,531 ",  208 ,  2 ,  210 ,"  8,741 "
53,Polk,1702,PALMETTO ELEMENTARY SCHOOL                                                                          ,"  7,925 ","  1,282 ","  9,207 ",  198 ,  2 ,  200 ,"  9,407 "
53,Polk,1711,GARDEN GROVE ELEMENTARY SCHOOL                                                                      ,"  7,096 ","  1,336 ","  8,432 ",  207 ,  2 ,  209 ,"  8,641 "
53,Polk,1731,PINEWOOD ELEMENTARY SCHOOL                                                                          ,"  7,144 ","  1,201 ","  8,345 ",  203 ,  2 ,  205 ,"  8,550 "
53,Polk,1751,JAMES E. STEPHENS ELEMENTARY SCHOOL                                                                 ,"  8,487 ","  1,420 ","  9,907 ",  219 ,  2 ,  221 ,"  10,128 "
53,Polk,1781,DUNDEE ELEMENTARY ACADEMY                                                                           ,"  7,791 ","  1,477 ","  9,268 ",  215 ,  3 ,  218 ,"  9,486 "
53,Polk,1811,CLARENCE BOSWELL ELEMENTARY SCHOOL                                                                  ,"  7,183 ","  1,085 ","  8,268 ",  183 ,  2 ,  185 ,"  8,453 "
53,Polk,1821,JAMES W. SIKES ELEMENTARY SCHOOL                                                                    ,"  6,692 ",  466 ,"  7,158 ",  190 ,  2 ,  192 ,"  7,350 "
53,Polk,1841,R. CLEM CHURCHWELL ELEMENTARY SCHOOL                                                                ,"  6,891 ","  1,168 ","  8,059 ",  195 ,  2 ,  197 ,"  8,256 "
53,Polk,1851,DR. NE ROBERTS ELEMENTARY SCHOOL                                                                    ,"  7,391 ","  1,486 ","  8,877 ",  210 ,  3 ,  213 ,"  9,090 "
53,Polk,1881,WENDELL WATSON ELEMENTARY SCHOOL                                                                    ,"  6,299 ",  451 ,"  6,750 ",  192 ,  2 ,  194 ,"  6,944 "
53,Polk,1891,VALLEYVIEW ELEMENTARY SCHOOL                                                                        ,"  7,369 ",  511 ,"  7,880 ",  199 ,  2 ,  201 ,"  8,081 "
53,Polk,1901,SOCRUM ELEMENTARY SCHOOL                                                                            ,"  7,775 ","  1,541 ","  9,316 ",  231 ,  3 ,  234 ,"  9,550 "
53,Polk,1908,SPESSARD L HOLLAND ELEMENTARY                                                                       ,"  7,635 ",  550 ,"  8,185 ",  207 ,  2 ,  209 ,"  8,394 "
53,Polk,1921,BEN HILL GRIFFIN JR ELEMENTARY SCHOOL                                                               ,"  7,603 ","  1,364 ","  8,967 ",  218 ,  2 ,  220 ,"  9,187 "
53,Polk,1941,LOUGHMAN OAKS ELEMENTARY SCHOOL                                                                     ,"  6,832 ","  1,238 ","  8,070 ",  194 ,  2 ,  196 ,"  8,266 "
53,Polk,0043,LAWTON CHILES MIDDLE ACADEMY                                                                        ,"  7,240 ",  326 ,"  7,566 ",  184 ,  1 ,  185 ,"  7,751 "
53,Polk,0051,SOUTHWEST MIDDLE SCHOOL                                                                             ,"  7,232 ","  1,076 ","  8,308 ",  198 ,  1 ,  199 ,"  8,507 "
53,Polk,0311,DANIEL JENKINS ACADEMY OF TECHNOLOGY MIDDLE SCHOOL                                                  ,"  6,927 ",  813 ,"  7,740 ",  169 ,  1 ,  170 ,"  7,910 "
53,Polk,0321,SHELLEY S. BOONE MIDDLE SCHOOL                                                                      ,"  6,798 ",  969 ,"  7,767 ",  199 ,  1 ,  200 ,"  7,967 "
53,Polk,0491,DENISON MIDDLE SCHOOL                                                                               ,"  7,126 ",  983 ,"  8,109 ",  188 ,  1 ,  189 ,"  8,298 "
53,Polk,0571,WESTWOOD MIDDLE SCHOOL                                                                              ,"  8,112 ",  958 ,"  9,070 ",  185 ,  1 ,  186 ,"  9,256 "
53,Polk,0711,JEWETT MIDDLE ACADEMY MAGNET                                                                        ,"  6,635 ",  217 ,"  6,852 ",  160 ,  1 ,  161 ,"  7,013 "
53,Polk,0821,JERE L. STAMBAUGH MIDDLE                                                                            ,"  6,146 ",  848 ,"  6,994 ",  174 ,  1 ,  175 ,"  7,169 "
53,Polk,0931,BARTOW MIDDLE SCHOOL                                                                                ,"  6,977 ","  1,134 ","  8,111 ",  188 ,  1 ,  189 ,"  8,300 "
53,Polk,0971,UNION ACADEMY                                                                                       ,"  8,093 ",  266 ,"  8,359 ",  203 ,  1 ,  204 ,"  8,563 "
53,Polk,1161,MULBERRY MIDDLE SCHOOL                                                                              ,"  5,898 ",  896 ,"  6,794 ",  188 ,  1 ,  189 ,"  6,983 "
53,Polk,1191,KATHLEEN MIDDLE SCHOOL                                                                              ,"  9,160 ","  1,227 ","  10,387 ",  245 ,  1 ,  246 ,"  10,633 "
53,Polk,1341,MCLAUGHLIN MIDDLE SCHOOL AND FINE ARTS ACADEMY                                                      ,"  6,782 ",  871 ,"  7,653 ",  168 ,  1 ,  169 ,"  7,822 "
53,Polk,1501,CRYSTAL LAKE MIDDLE SCHOOL                                                                          ,"  6,306 ",  801 ,"  7,107 ",  150 ,  -   ,  150 ,"  7,257 "
53,Polk,1662,LAKE ALFRED POLYTECH ACADEMY                                                                        ,"  9,881 ","  1,300 ","  11,181 ",  264 ,  1 ,  265 ,"  11,446 "
53,Polk,1761,LAKE GIBSON MIDDLE SCHOOL                                                                           ,"  5,796 ",  888 ,"  6,684 ",  157 ,  1 ,  158 ,"  6,842 "
53,Polk,1771,LAKELAND HIGHLANDS MIDDLE SCHOOL                                                                    ,"  6,038 ",  293 ,"  6,331 ",  156 ,  1 ,  157 ,"  6,488 "
53,Polk,1831,LAKE MARION CREEK MIDDLE SCHOOL                                                                     ,"  5,798 ",  832 ,"  6,630 ",  178 ,  1 ,  179 ,"  6,809 "
53,Polk,1971,SLEEPY HILL MIDDLE SCHOOL                                                                           ,"  5,506 ",  815 ,"  6,321 ",  154 ,  -   ,  154 ,"  6,475 "
53,Polk,1981,DUNDEE RIDGE MIDDLE ACADEMY                                                                         ,"  6,551 ",  812 ,"  7,363 ",  186 ,  1 ,  187 ,"  7,550 "
53,Polk,9225,PACE CENTER FOR GIRLS                                                                               ,"  5,861 ",  46 ,"  5,907 ",  32 ,  -   ,  32 ,"  5,939 "
53,Polk,1591,MAYNARD A TRAVISS TECHNICAL COLLEGE                                                                 ,"  12,463 ",  624 ,"  13,087 ",  255 ,  1 ,  256 ,"  13,343 "
53,Polk,1691,RIDGE TECHNICAL COLLEGE                                                                             ,"  22,047 ","  1,074 ","  23,121 ",  421 ,  1 ,  422 ,"  23,543 "
53,Polk,0031,LAKELAND SENIOR HIGH SCHOOL                                                                         ,"  6,829 ",  309 ,"  7,138 ",  181 ,  1 ,  182 ,"  7,320 "
53,Polk,0481,WINTER HAVEN SENIOR HIGH SCHOOL                                                                     ,"  5,560 ",  216 ,"  5,776 ",  148 ,  -   ,  148 ,"  5,924 "
53,Polk,0791,FORT MEADE MIDDLE/SENIOR HIGH SCHOOL                                                                ,"  9,105 ","  1,236 ","  10,341 ",  221 ,  1 ,  222 ,"  10,563 "
53,Polk,0811,AUBURNDALE SENIOR HIGH SCHOOL                                                                       ,"  6,239 ",  783 ,"  7,022 ",  150 ,  -   ,  150 ,"  7,172 "
53,Polk,0901,BARTOW SENIOR HIGH SCHOOL                                                                           ,"  6,742 ",  311 ,"  7,053 ",  162 ,  1 ,  163 ,"  7,216 "
53,Polk,0937,RIDGE COMMUNITY HIGH SCHOOL                                                                         ,"  4,946 ",  739 ,"  5,685 ",  133 ,  -   ,  133 ,"  5,818 "
53,Polk,1051,TENOROC HIGH SCHOOL                                                                                 ,"  6,624 ",  820 ,"  7,444 ",  172 ,  1 ,  173 ,"  7,617 "
53,Polk,1131,MULBERRY SENIOR HIGH SCHOOL                                                                         ,"  6,969 ",  890 ,"  7,859 ",  171 ,  1 ,  172 ,"  8,031 "
53,Polk,1181,KATHLEEN SENIOR HIGH SCHOOL                                                                         ,"  6,396 ",  867 ,"  7,263 ",  158 ,  1 ,  159 ,"  7,422 "
53,Polk,1381,ROOSEVELT ACADEMY                                                                                   ,"  11,795 ","  2,209 ","  14,004 ",  258 ,  1 ,  259 ,"  14,263 "
53,Polk,1762,LAKE GIBSON SENIOR HIGH SCHOOL                                                                      ,"  6,016 ",  265 ,"  6,281 ",  160 ,  -   ,  160 ,"  6,441 "
53,Polk,1791,HAINES CITY SENIOR HIGH SCHOOL                                                                      ,"  6,036 ",  786 ,"  6,822 ",  171 ,  1 ,  172 ,"  6,994 "
53,Polk,1801,FROSTPROOF MIDDLE/SENIOR HIGH                                                                       ,"  7,570 ","  1,037 ","  8,607 ",  204 ,  1 ,  205 ,"  8,812 "
53,Polk,1931,GEORGE W. JENKINS SENIOR HIGH                                                                       ,"  5,924 ",  791 ,"  6,715 ",  145 ,  -   ,  145 ,"  6,860 "
53,Polk,1991,LAKE REGION HIGH SCHOOL                                                                             ,"  6,402 ",  876 ,"  7,278 ",  158 ,  1 ,  159 ,"  7,437 "
53,Polk,9003,HOSPITAL HOMEBOUND                                                                                  ,"  52,958 ","  16,513 ","  69,471 ","  2,010 ",  55 ,"  2,065 ","  71,536 "
53,Polk,0092,DORIS A. SANDERS LEARNING CENTER                                                                    ,"  21,356 ","  6,326 ","  27,682 ",  474 ,  19 ,  493 ,"  28,175 "
53,Polk,0261,ROCHELLE SCHOOL OF THE ARTS                                                                         ,"  7,324 ",  313 ,"  7,637 ",  209 ,  1 ,  210 ,"  7,847 "
53,Polk,0401,DAVENPORT SCHOOL OF THE ARTS                                                                        ,"  7,341 ",  339 ,"  7,680 ",  201 ,  1 ,  202 ,"  7,882 "
53,Polk,0661,KAREN M. SIEGEL ACADEMY                                                                             ,"  21,726 ","  5,305 ","  27,031 ",  411 ,  17 ,  428 ,"  27,459 "
53,Polk,0712,JEWETT SCHOOL OF THE ARTS                                                                           ,"  7,120 ",  296 ,"  7,416 ",  197 ,  1 ,  198 ,"  7,614 "
53,Polk,0921,REAL ACADEMY (REACHING EVERY ADOLESCENT LEARNER)                                                    ,"  9,183 ",  318 ,"  9,501 ",  214 ,  1 ,  215 ,"  9,716 "
53,Polk,0962,JEAN O'DELL LEARNING CENTER                                                                         ,"  25,647 ","  6,205 ","  31,852 ",  474 ,  19 ,  493 ,"  32,345 "
53,Polk,1032,CITRUS RIDGE A CIVICS ACADEMY                                                                       ,"  6,014 ",  429 ,"  6,443 ",  184 ,  1 ,  185 ,"  6,628 "
53,Polk,1491,GAUSE ACADEMY OF LEADERSHIP                                                                         ,"  12,610 ",  510 ,"  13,120 ",  282 ,  1 ,  283 ,"  13,403 "
53,Polk,1861,ROSABELLE W. BLAKE ACADEMY                                                                          ,"  7,306 ",  302 ,"  7,608 ",  203 ,  1 ,  204 ,"  7,812 "
53,Polk,1682,MCKEEL ELEMENTARY ACADEMY                                                                           ,"  5,908 ",  131 ,"  6,039 ",  -   ,  -   ,  -   ,"  6,039 "
53,Polk,8005,MAGNOLIA MONTESSORI ACADEMY                                                                         ,"  8,789 ",  111 ,"  8,900 ",  -   ,  -   ,  -   ,"  8,900 "
53,Polk,8121,HARTRIDGE ACADEMY                                                                                   ,"  7,296 ",  267 ,"  7,563 ",  -   ,  -   ,  -   ,"  7,563 "
53,Polk,8141,LAKELAND MONTESSORI SCHOOL HOUSE                                                                    ,"  9,506 ",  94 ,"  9,600 ",  -   ,  -   ,  -   ,"  9,600 "
53,Polk,1601,BOK ACADEMY                                                                                         ,"  5,421 ",  276 ,"  5,697 ",  -   ,  -   ,  -   ,"  5,697 "
53,Polk,8140,LAKELAND MONTESSORI MIDDLE SCHOOL                                                                   ,"  5,635 ",  120 ,"  5,755 ",  -   ,  -   ,  -   ,"  5,755 "
53,Polk,8142,BERKLEY ACCELERATED MIDDLE SCHOOL                                                                   ,"  7,171 ",  119 ,"  7,290 ",  -   ,  -   ,  -   ,"  7,290 "
53,Polk,8002,POLK PRE-COLLEGIATE ACADEMY                                                                         ,"  6,755 ",  -   ,"  6,755 ",  -   ,  -   ,  -   ,"  6,755 "
53,Polk,8003,POLK STATE LAKELAND GATEWAY TO COLLEGE CHARTER HIGH SCHOOL                                          ,"  5,969 ",  11 ,"  5,980 ",  -   ,  -   ,  -   ,"  5,980 "
53,Polk,8004,NEW BEGINNINGS HIGH SCHOOL                                                                          ,"  5,851 ",  300 ,"  6,151 ",  -   ,  -   ,  -   ,"  6,151 "
53,Polk,8131,POLK STATE COLLEGE COLLEGIATE HIGH SCHOOL                                                           ,"  6,246 ",  -   ,"  6,246 ",  -   ,  -   ,  -   ,"  6,246 "
53,Polk,8133,CHAIN OF LAKES COLLEGIATE HIGH                                                                      ,"  5,924 ",  -   ,"  5,924 ",  -   ,  -   ,  -   ,"  5,924 "
53,Polk,8181,DISCOVERY HIGH SCHOOL                                                                               ,"  6,568 ","  1,182 ","  7,750 ",  -   ,  -   ,  -   ,"  7,750 "
53,Polk,1692,SOUTH MCKEEL ACADEMY                                                                                ,"  6,639 ",  95 ,"  6,734 ",  -   ,  -   ,  -   ,"  6,734 "
53,Polk,8143,VICTORY RIDGE ACADEMY                                                                               ,"  19,604 ","  1,616 ","  21,220 ",  -   ,  -   ,  -   ,"  21,220 "
53,Polk,8171,CYPRESS JUNCTION MONTESSORI                                                                         ,"  6,825 ","  1,651 ","  8,476 ",  -   ,  -   ,  -   ,"  8,476 "
53,Polk,1351,POLK AVENUE ELEMENTARY SCHOOL                                                                       ,"  6,402 ",  617 ,"  7,019 ",  -   ,  -   ,  -   ,"  7,019 "
53,Polk,1361,HILLCREST ELEMENTARY SCHOOL                                                                         ,"  6,276 ",  519 ,"  6,795 ",  -   ,  -   ,  -   ,"  6,795 "
53,Polk,1401,JANIE HOWARD WILSON SCHOOL                                                                          ,"  6,050 ","  1,038 ","  7,088 ",  -   ,  -   ,  -   ,"  7,088 "
53,Polk,1421,DALE R FAIR BABSON PARK ELEMENTARY                                                                  ,"  6,830 ",  406 ,"  7,236 ",  -   ,  -   ,  -   ,"  7,236 "
